TimeMs,RunMode,TrackingState,SearchMode,Height_m,ErrX,ErrY,BoxRatio,CmdRoll,CmdPitch,CmdVert
185614,CONTROL,DESCENDING,ROI,19.400,-0.0844,-0.0148,0.0177,-0.0050,0.0000,-0.5000
185663,CONTROL,DESCENDING,ROI,19.400,-0.0844,-0.0148,0.0177,-0.0050,0.0000,-0.5000
185713,CONTROL,DESCENDING,ROI,19.400,-0.0844,-0.0148,0.0177,-0.0050,0.0000,-0.5000
185764,CONTROL,DESCENDING,ROI,19.400,-0.0844,-0.0148,0.0177,-0.0050,0.0000,-0.5000
185813,CONTROL,DESCENDING,ROI,19.400,-0.0802,-0.0148,0.0177,-0.0044,0.0000,-0.5000
185864,CONTROL,DESCENDING,ROI,19.400,-0.0802,-0.0148,0.0177,-0.0044,0.0000,-0.5000
185913,CONTROL,DESCENDING,ROI,19.400,-0.0802,-0.0148,0.0177,-0.0044,0.0000,-0.5000
185963,CONTROL,DESCENDING,ROI,19.400,-0.0802,-0.0148,0.0177,-0.0044,0.0000,-0.5000
186014,CONTROL,DESCENDING,ROI,19.400,-0.0802,-0.0148,0.0177,-0.0044,0.0000,-0.5000
186064,CONTROL,DESCENDING,ROI,19.400,-0.0781,-0.0148,0.0177,-0.0045,0.0000,-0.5000
186114,CONTROL,DESCENDING,ROI,19.400,-0.0781,-0.0148,0.0177,-0.0045,0.0000,-0.5000
186163,CONTROL,DESCENDING,ROI,19.400,-0.0781,-0.0148,0.0177,-0.0045,0.0000,-0.5000
186214,CONTROL,DESCENDING,ROI,19.400,-0.0781,-0.0148,0.0177,-0.0045,0.0000,-0.5000
186263,CONTROL,DESCENDING,ROI,19.400,-0.0781,-0.0148,0.0177,-0.0045,0.0000,-0.5000
186314,CONTROL,DESCENDING,ROI,19.400,-0.0760,-0.0148,0.0177,-0.0045,0.0000,-0.5000
186364,CONTROL,DESCENDING,ROI,19.400,-0.0760,-0.0148,0.0177,-0.0045,0.0000,-0.5000
186413,CONTROL,DESCENDING,ROI,19.400,-0.0760,-0.0148,0.0177,-0.0045,0.0000,-0.5000
186464,CONTROL,DESCENDING,ROI,19.400,-0.0760,-0.0148,0.0177,-0.0045,0.0000,-0.5000
186514,CONTROL,DESCENDING,ROI,19.400,-0.0760,-0.0148,0.0177,-0.0045,0.0000,-0.5000
186563,CONTROL,DESCENDING,ROI,19.400,-0.0760,-0.0148,0.0177,-0.0038,0.0000,-0.4250
186613,CONTROL,DESCENDING,ROI,19.400,-0.0760,-0.0148,0.0177,-0.0050,0.0000,-0.5000
186663,CONTROL,DESCENDING,ROI,19.400,-0.0760,-0.0148,0.0177,-0.0050,0.0000,-0.5000
186713,CONTROL,DESCENDING,ROI,19.400,-0.0760,-0.0148,0.0177,-0.0050,0.0000,-0.5000
186763,CONTROL,DESCENDING,ROI,19.400,-0.0760,-0.0148,0.0177,-0.0050,0.0000,-0.5000
186813,CONTROL,DESCENDING,ROI,19.400,-0.0760,-0.0148,0.0177,-0.0050,0.0000,-0.5000
186863,CONTROL,DESCENDING,ROI,19.400,-0.0750,-0.0130,0.0188,-0.0049,0.0000,-0.5000
186914,CONTROL,DESCENDING,ROI,18.200,-0.0750,-0.0130,0.0188,-0.0049,0.0000,-0.5000
186963,CONTROL,DESCENDING,ROI,18.200,-0.0750,-0.0130,0.0188,-0.0049,0.0000,-0.5000
187013,CONTROL,DESCENDING,ROI,17.900,-0.0750,-0.0130,0.0188,-0.0049,0.0000,-0.5000
187064,CONTROL,DESCENDING,ROI,17.900,-0.0750,-0.0130,0.0188,-0.0049,0.0000,-0.5000
187114,CONTROL,DESCENDING,ROI,18.800,-0.0781,-0.0111,0.0198,-0.0060,0.0000,-0.5000
187164,CONTROL,DESCENDING,ROI,18.800,-0.0781,-0.0111,0.0198,-0.0060,0.0000,-0.5000
187214,CONTROL,DESCENDING,ROI,17.200,-0.0781,-0.0111,0.0198,-0.0060,0.0000,-0.5000
187263,CONTROL,DESCENDING,ROI,17.200,-0.0781,-0.0111,0.0198,-0.0060,0.0000,-0.5000
187313,CONTROL,DESCENDING,ROI,16.500,-0.0781,-0.0111,0.0198,-0.0060,0.0000,-0.5000
187363,CONTROL,DESCENDING,ROI,16.500,-0.0781,-0.0111,0.0198,-0.0051,0.0000,-0.4250
187414,CONTROL,DESCENDING,ROI,15.600,-0.0833,-0.0056,0.0208,-0.0070,0.0000,-0.5000
187464,CONTROL,DESCENDING,ROI,15.600,-0.0833,-0.0056,0.0208,-0.0070,0.0000,-0.5000
187513,CONTROL,DESCENDING,ROI,15.400,-0.0833,-0.0056,0.0208,-0.0070,0.0000,-0.5000
187563,CONTROL,DESCENDING,ROI,15.400,-0.0833,-0.0056,0.0208,-0.0070,0.0000,-0.5000
187614,CONTROL,DESCENDING,ROI,15.400,-0.0833,-0.0056,0.0208,-0.0070,0.0000,-0.5000
187664,CONTROL,DESCENDING,ROI,15.400,-0.0896,0.0019,0.0229,-0.0080,0.0000,-0.5000
187713,CONTROL,DESCENDING,ROI,15.000,-0.0896,0.0019,0.0229,-0.0080,0.0000,-0.5000
187763,CONTROL,DESCENDING,ROI,15.000,-0.0896,0.0019,0.0229,-0.0080,0.0000,-0.5000
187813,CONTROL,DESCENDING,ROI,14.700,-0.0896,0.0019,0.0229,-0.0080,0.0000,-0.5000
187863,CONTROL,DESCENDING,ROI,14.700,-0.0896,0.0019,0.0229,-0.0080,0.0000,-0.5000
187913,CONTROL,DESCENDING,ROI,14.900,-0.0896,0.0019,0.0229,-0.0068,0.0000,-0.4250
187964,CONTROL,DESCENDING,ROI,14.900,-0.0938,0.0111,0.0250,-0.0081,0.0000,-0.5000
188013,CONTROL,DESCENDING,ROI,14.300,-0.0938,0.0111,0.0250,-0.0081,0.0000,-0.5000
188064,CONTROL,DESCENDING,ROI,14.300,-0.0938,0.0111,0.0250,-0.0081,0.0000,-0.5000
188113,CONTROL,DESCENDING,ROI,6.200,-0.0938,0.0111,0.0250,-0.0081,0.0000,-0.5000
188164,CONTROL,DESCENDING,ROI,6.200,-0.0938,0.0111,0.0250,-0.0081,0.0000,-0.5000
188213,CONTROL,DESCENDING,ROI,5.800,-0.1010,0.0130,0.0260,-0.0091,0.0000,-0.5000
188264,CONTROL,DESCENDING,ROI,5.800,-0.1010,0.0130,0.0260,-0.0091,0.0000,-0.5000
188313,CONTROL,DESCENDING,ROI,5.600,-0.1010,0.0130,0.0260,-0.0091,0.0000,-0.5000
188363,CONTROL,DESCENDING,ROI,5.600,-0.1010,0.0130,0.0260,-0.0091,0.0000,-0.5000
188413,CONTROL,DESCENDING,ROI,5.400,-0.1010,0.0130,0.0260,-0.0091,0.0000,-0.5000
188463,CONTROL,DESCENDING,ROI,5.400,-0.1010,0.0130,0.0260,-0.0077,0.0000,-0.4250
188514,CONTROL,DESCENDING,ROI,5.200,-0.1031,0.0148,0.0281,-0.0084,0.0000,-0.5000
188564,CONTROL,DESCENDING,ROI,5.200,-0.1031,0.0148,0.0281,-0.0084,0.0000,-0.5000
188615,CONTROL,DESCENDING,ROI,5.000,-0.1031,0.0148,0.0281,-0.0084,0.0000,-0.5000
188663,CONTROL,DESCENDING,ROI,5.000,-0.1031,0.0148,0.0281,-0.0084,0.0000,-0.5000
188714,CONTROL,DESCENDING,ROI,4.800,-0.1031,0.0148,0.0281,-0.0084,0.0000,-0.5000
188763,CONTROL,DESCENDING,ROI,4.800,-0.1010,0.0222,0.0302,-0.0072,0.0000,-0.5000
188813,CONTROL,DESCENDING,ROI,4.800,-0.1010,0.0222,0.0302,-0.0072,0.0000,-0.5000
188863,CONTROL,DESCENDING,ROI,4.800,-0.1010,0.0222,0.0302,-0.0072,0.0000,-0.5000
188913,CONTROL,DESCENDING,ROI,4.600,-0.1010,0.0222,0.0302,-0.0072,0.0000,-0.5000
188964,CONTROL,DESCENDING,ROI,4.600,-0.1010,0.0222,0.0302,-0.0072,0.0000,-0.5000
189013,CONTROL,DESCENDING,ROI,4.500,-0.1010,0.0222,0.0302,-0.0061,0.0000,-0.4250
189064,CONTROL,DESCENDING,ROI,4.500,-0.0958,0.0222,0.0333,-0.0057,0.0000,-0.5000
189114,CONTROL,DESCENDING,ROI,4.400,-0.0958,0.0222,0.0333,-0.0057,0.0000,-0.5000
189163,CONTROL,DESCENDING,ROI,4.400,-0.0958,0.0222,0.0333,-0.0057,0.0000,-0.5000
189213,CONTROL,DESCENDING,ROI,4.100,-0.0958,0.0222,0.0333,-0.0057,0.0000,-0.5000
189263,CONTROL,DESCENDING,ROI,4.100,-0.0958,0.0222,0.0333,-0.0057,0.0000,-0.5000
189314,CONTROL,DESCENDING,ROI,3.900,-0.0958,0.0241,0.0354,-0.0063,0.0000,-0.5000
189363,CONTROL,DESCENDING,ROI,3.900,-0.0958,0.0241,0.0354,-0.0063,0.0000,-0.5000
189414,CONTROL,DESCENDING,ROI,3.800,-0.0958,0.0241,0.0354,-0.0063,0.0000,-0.5000
189463,CONTROL,DESCENDING,ROI,3.800,-0.0958,0.0241,0.0354,-0.0063,0.0000,-0.5000
189514,CONTROL,DESCENDING,ROI,4.900,-0.0958,0.0241,0.0354,-0.0063,0.0000,-0.5000
189563,CONTROL,DESCENDING,ROI,4.900,-0.0938,0.0296,0.0396,-0.0059,0.0000,-0.5000
189613,CONTROL,DESCENDING,ROI,4.700,-0.0938,0.0296,0.0396,-0.0059,0.0000,-0.5000
189664,CONTROL,DESCENDING,ROI,4.700,-0.0938,0.0296,0.0396,-0.0059,0.0000,-0.5000
189713,CONTROL,DESCENDING,ROI,4.500,-0.0938,0.0296,0.0396,-0.0059,0.0000,-0.5000
189763,CONTROL,DESCENDING,ROI,4.500,-0.0917,0.0370,0.0417,-0.0057,0.0000,-0.5000
189814,CONTROL,DESCENDING,ROI,4.400,-0.0917,0.0370,0.0417,-0.0057,0.0000,-0.5000
189863,CONTROL,DESCENDING,ROI,4.400,-0.0917,0.0370,0.0417,-0.0057,0.0000,-0.5000
189914,CONTROL,DESCENDING,ROI,4.100,-0.0917,0.0370,0.0417,-0.0057,0.0000,-0.5000
189963,CONTROL,DESCENDING,ROI,4.100,-0.0917,0.0370,0.0417,-0.0057,0.0000,-0.5000
190017,CONTROL,DESCENDING,ROI,4.000,-0.0917,0.0389,0.0458,-0.0061,0.0000,-0.5000
190063,CONTROL,DESCENDING,ROI,4.000,-0.0917,0.0389,0.0458,-0.0061,0.0000,-0.5000
190114,CONTROL,DESCENDING,ROI,3.900,-0.0917,0.0389,0.0458,-0.0061,0.0000,-0.5000
190163,CONTROL,DESCENDING,ROI,3.900,-0.0917,0.0389,0.0458,-0.0061,0.0000,-0.5000
190213,CONTROL,DESCENDING,ROI,3.800,-0.0917,0.0389,0.0458,-0.0061,0.0000,-0.5000
190263,CONTROL,DESCENDING,ROI,3.800,-0.0958,0.0444,0.0500,-0.0075,0.0000,-0.5000
190314,CONTROL,DESCENDING,ROI,3.700,-0.0958,0.0444,0.0500,-0.0075,0.0000,-0.5000
190363,CONTROL,DESCENDING,ROI,3.700,-0.0958,0.0444,0.0500,-0.0075,0.0000,-0.5000
190413,CONTROL,DESCENDING,ROI,3.600,-0.0958,0.0444,0.0500,-0.0075,0.0000,-0.5000
190463,CONTROL,DESCENDING,ROI,3.600,-0.0958,0.0444,0.0500,-0.0075,0.0000,-0.5000
190513,CONTROL,DESCENDING,ROI,3.500,-0.0990,0.0463,0.0552,-0.0079,0.0000,-0.5000
190563,CONTROL,DESCENDING,ROI,3.500,-0.0990,0.0463,0.0552,-0.0079,0.0000,-0.5000
190613,CONTROL,DESCENDING,ROI,3.400,-0.0990,0.0463,0.0552,-0.0079,0.0000,-0.5000
190663,CONTROL,DESCENDING,ROI,3.400,-0.0990,0.0463,0.0552,-0.0079,0.0000,-0.5000
190713,CONTROL,DESCENDING,ROI,3.300,-0.0990,0.0463,0.0552,-0.0079,0.0000,-0.5000
190763,CONTROL,DESCENDING,ROI,3.300,-0.1042,0.0574,0.0625,-0.0087,-0.0024,-0.5000
190814,CONTROL,DESCENDING,ROI,3.100,-0.1042,0.0574,0.0625,-0.0087,-0.0024,-0.5000
190863,CONTROL,DESCENDING,ROI,3.100,-0.1042,0.0574,0.0625,-0.0087,-0.0024,-0.5000
190913,CONTROL,DESCENDING,ROI,3.000,-0.1042,0.0574,0.0625,-0.0087,-0.0024,-0.5000
190963,CONTROL,DESCENDING,ROI,3.000,-0.1042,0.0574,0.0625,-0.0087,-0.0024,-0.5000
191013,CONTROL,DESCENDING,ROI,3.000,-0.1042,0.0574,0.0625,-0.0074,-0.0020,-0.4250
191065,CONTROL,DESCENDING,ROI,3.000,-0.1094,0.0648,0.0698,-0.0093,-0.0054,-0.5000
191113,CONTROL,DESCENDING,ROI,2.900,-0.1094,0.0648,0.0698,-0.0093,-0.0054,-0.5000
191164,CONTROL,DESCENDING,ROI,2.900,-0.1094,0.0648,0.0698,-0.0093,-0.0054,-0.5000
191213,CONTROL,DESCENDING,ROI,2.800,-0.1094,0.0648,0.0698,-0.0093,-0.0054,-0.5000
191263,CONTROL,DESCENDING,ROI,2.800,-0.1094,0.0648,0.0698,-0.0093,-0.0054,-0.5000
191313,CONTROL,DESCENDING,ROI,2.700,-0.1177,0.0611,0.0802,-0.0106,-0.0039,-0.5000
191363,CONTROL,DESCENDING,ROI,2.700,-0.1177,0.0611,0.0802,-0.0106,-0.0039,-0.5000
191413,CONTROL,DESCENDING,ROI,2.700,-0.1177,0.0611,0.0802,-0.0106,-0.0039,-0.5000
191463,CONTROL,DESCENDING,ROI,2.700,-0.1177,0.0611,0.0802,-0.0106,-0.0039,-0.5000
191513,CONTROL,DESCENDING,ROI,2.600,-0.1177,0.0611,0.0802,-0.0106,-0.0039,-0.5000
191563,CONTROL,DESCENDING,ROI,2.600,-0.1365,0.0537,0.0885,-0.0139,-0.0023,-0.5000
191613,CONTROL,DESCENDING,ROI,2.500,-0.1365,0.0537,0.0885,-0.0139,-0.0023,-0.5000
191664,CONTROL,DESCENDING,ROI,2.500,-0.1365,0.0537,0.0885,-0.0139,-0.0023,-0.5000
191713,CONTROL,DESCENDING,ROI,2.400,-0.1365,0.0537,0.0885,-0.0139,-0.0023,-0.5000
191763,CONTROL,DESCENDING,ROI,2.400,-0.1365,0.0537,0.0885,-0.0139,-0.0023,-0.5000
191813,CONTROL,DESCENDING,ROI,2.300,-0.1365,0.0537,0.0885,-0.0118,-0.0019,-0.4250
191865,CONTROL,DESCENDING,ROI,2.300,-0.1521,0.0481,0.1000,-0.0155,0.0000,-0.2500
191913,CONTROL,DESCENDING,ROI,2.200,-0.1521,0.0481,0.1000,-0.0155,0.0000,-0.2500
191964,CONTROL,DESCENDING,ROI,2.200,-0.1521,0.0481,0.1000,-0.0155,0.0000,-0.2500
192013,CONTROL,DESCENDING,ROI,2.200,-0.1521,0.0481,0.1000,-0.0155,0.0000,-0.2500
192064,CONTROL,DESCENDING,ROI,2.200,-0.1521,0.0481,0.1000,-0.0155,0.0000,-0.2500
192113,CONTROL,DESCENDING,ROI,2.100,-0.1552,0.0370,0.1135,-0.0134,0.0000,-0.2500
192163,CONTROL,DESCENDING,ROI,2.100,-0.1552,0.0370,0.1135,-0.0134,0.0000,-0.2500
192213,CONTROL,DESCENDING,ROI,1.900,-0.1552,0.0370,0.1135,-0.0134,0.0000,-0.2500
192264,CONTROL,DESCENDING,ROI,1.900,-0.1552,0.0370,0.1135,-0.0134,0.0000,-0.2500
192313,CONTROL,DESCENDING,ROI,1.900,-0.1552,0.0370,0.1135,-0.0134,0.0000,-0.2500
192364,CONTROL,DESCENDING,ROI,1.900,-0.1479,0.0315,0.1292,-0.0099,0.0000,-0.2500
192414,CONTROL,DESCENDING,ROI,1.800,-0.1479,0.0315,0.1292,-0.0099,0.0000,-0.2500
192464,CONTROL,DESCENDING,ROI,1.800,-0.1479,0.0315,0.1292,-0.0099,0.0000,-0.2500
192514,CONTROL,DESCENDING,ROI,1.700,-0.1479,0.0315,0.1292,-0.0099,0.0000,-0.2500
192564,CONTROL,DESCENDING,ROI,1.700,-0.1479,0.0315,0.1292,-0.0099,0.0000,-0.2500
192613,CONTROL,DESCENDING,ROI,1.700,-0.1479,0.0315,0.1292,-0.0084,0.0000,-0.2125
